date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:19:54	318461/318461	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:04:46%20GMT	https://demo.dashboardpack.com/adminty-html/default/email-inbox.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/email-inbox.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:19:54	9504/9504	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:04:19%20GMT	https://demo.dashboardpack.com/adminty-html/default/auth-lock-screen.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/auth-lock-screen.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:19:55	10566/10566	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:04:20%20GMT	https://demo.dashboardpack.com/adminty-html/default/auth-normal-sign-in.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/auth-normal-sign-in.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:19:55	2971/2971	---M--	200	added ('OK')	image/jpeg	etag:%22632da186-b9b%22	https://demo.dashboardpack.com/adminty-html/files/assets/images/avatar-2.jpg	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/files/assets/images/avatar-2.jpg	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:19:55	169668/169668	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:04:32%20GMT	https://demo.dashboardpack.com/adminty-html/default/dashboard-crm.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/dashboard-crm.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:19:56	124957/124957	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:09%20GMT	https://demo.dashboardpack.com/adminty-html/default/menu-static.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/menu-static.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:19:56	125172/125172	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:07%20GMT	https://demo.dashboardpack.com/adminty-html/default/menu-header-fixed.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/menu-header-fixed.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:19:56	125681/125681	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:07%20GMT	https://demo.dashboardpack.com/adminty-html/default/menu-compact.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/menu-compact.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:19:57	124319/124319	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:09%20GMT	https://demo.dashboardpack.com/adminty-html/default/menu-sidebar.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/menu-sidebar.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:19:57	240186/240186	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:08%20GMT	https://demo.dashboardpack.com/adminty-html/default/menu-horizontal-static.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/menu-horizontal-static.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:19:58	199804/199804	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:07%20GMT	https://demo.dashboardpack.com/adminty-html/default/menu-horizontal-fixed.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/menu-horizontal-fixed.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:19:58	200363/200363	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:08%20GMT	https://demo.dashboardpack.com/adminty-html/default/menu-horizontal-icon.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/menu-horizontal-icon.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:19:59	202918/202918	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:08%20GMT	https://demo.dashboardpack.com/adminty-html/default/menu-horizontal-icon-fixed.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/menu-horizontal-icon-fixed.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:19:59	122285/122285	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:06%20GMT	https://demo.dashboardpack.com/adminty-html/default/menu-bottom.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/menu-bottom.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:19:59	120613/120613	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:04:23%20GMT	https://demo.dashboardpack.com/adminty-html/default/box-layout.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/box-layout.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:00	125137/125137	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:08%20GMT	https://demo.dashboardpack.com/adminty-html/default/menu-rtl.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/menu-rtl.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:00	126865/126865	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:10%20GMT	https://demo.dashboardpack.com/adminty-html/default/navbar-light.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/navbar-light.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:01	188599/188599	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:30%20GMT	https://demo.dashboardpack.com/adminty-html/default/widget-statistic.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/widget-statistic.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:01	182819/182819	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:29%20GMT	https://demo.dashboardpack.com/adminty-html/default/widget-data.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/widget-data.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:02	148109/148109	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:29%20GMT	https://demo.dashboardpack.com/adminty-html/default/widget-chart.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/widget-chart.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:02	144986/144986	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:04:19%20GMT	https://demo.dashboardpack.com/adminty-html/default/alert.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/alert.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:02	138539/138539	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:04:23%20GMT	https://demo.dashboardpack.com/adminty-html/default/breadcrumb.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/breadcrumb.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:03	232878/232878	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:04:26%20GMT	https://demo.dashboardpack.com/adminty-html/default/button.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/button.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:03	144124/144124	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:04:23%20GMT	https://demo.dashboardpack.com/adminty-html/default/box-shadow.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/box-shadow.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:04	143494/143494	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:04:19%20GMT	https://demo.dashboardpack.com/adminty-html/default/accordion.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/accordion.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:04	179333/179333	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:04:53%20GMT	https://demo.dashboardpack.com/adminty-html/default/generic-class.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/generic-class.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:04	182033/182033	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:24%20GMT	https://demo.dashboardpack.com/adminty-html/default/tabs.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/tabs.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:05	209409/209409	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:04:31%20GMT	https://demo.dashboardpack.com/adminty-html/default/color.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/color.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:05	158112/158112	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:03%20GMT	https://demo.dashboardpack.com/adminty-html/default/label-badge.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/label-badge.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:06	143171/143171	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:15%20GMT	https://demo.dashboardpack.com/adminty-html/default/progress-bar.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/progress-bar.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:06	135755/135755	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:13%20GMT	https://demo.dashboardpack.com/adminty-html/default/preloader.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/preloader.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:06	196893/196893	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:04%20GMT	https://demo.dashboardpack.com/adminty-html/default/list.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/list.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:07	158848/158848	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:27%20GMT	https://demo.dashboardpack.com/adminty-html/default/tooltip.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/tooltip.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:07	149876/149876	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:28%20GMT	https://demo.dashboardpack.com/adminty-html/default/typography.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/typography.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:08	145234/145234	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:13%20GMT	https://demo.dashboardpack.com/adminty-html/default/other.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/other.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:08	137641/137641	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:04:33%20GMT	https://demo.dashboardpack.com/adminty-html/default/draggable.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/draggable.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:08	154926/154926	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:04:24%20GMT	https://demo.dashboardpack.com/adminty-html/default/bs-grid.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/bs-grid.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:09	143970/143970	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:04%20GMT	https://demo.dashboardpack.com/adminty-html/default/light-box.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/light-box.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:09	236409/236409	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:10%20GMT	https://demo.dashboardpack.com/adminty-html/default/modal.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/modal.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:10	138381/138381	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:11%20GMT	https://demo.dashboardpack.com/adminty-html/default/notification.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/notification.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:10	155651/155651	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:11%20GMT	https://demo.dashboardpack.com/adminty-html/default/notify.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/notify.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:11	137596/137596	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:16%20GMT	https://demo.dashboardpack.com/adminty-html/default/rating.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/rating.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:11	146090/146090	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:15%20GMT	https://demo.dashboardpack.com/adminty-html/default/range-slider.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/range-slider.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:11	135145/135145	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:23%20GMT	https://demo.dashboardpack.com/adminty-html/default/slider.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/slider.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:12	134948/134948	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:23%20GMT	https://demo.dashboardpack.com/adminty-html/default/syntax-highlighter.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/syntax-highlighter.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:12	131000/131000	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:27%20GMT	https://demo.dashboardpack.com/adminty-html/default/tour.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/tour.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:13	137692/137692	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:27%20GMT	https://demo.dashboardpack.com/adminty-html/default/treeview.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/treeview.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:13	136504/136504	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:10%20GMT	https://demo.dashboardpack.com/adminty-html/default/nestable.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/nestable.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:13	136327/136327	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:26%20GMT	https://demo.dashboardpack.com/adminty-html/default/toolbar.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/toolbar.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:14	126573/126573	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:30%20GMT	https://demo.dashboardpack.com/adminty-html/default/x-editable.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/x-editable.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:14	119315/119315	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:22%20GMT	https://demo.dashboardpack.com/adminty-html/default/session-timeout.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/session-timeout.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:15	119496/119496	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:22%20GMT	https://demo.dashboardpack.com/adminty-html/default/session-idle-timeout.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/session-idle-timeout.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:15	124872/124872	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:12%20GMT	https://demo.dashboardpack.com/adminty-html/default/offline.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/offline.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:15	148260/148260	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:04:20%20GMT	https://demo.dashboardpack.com/adminty-html/default/animation.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/animation.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:16	122107/122107	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:23%20GMT	https://demo.dashboardpack.com/adminty-html/default/sticky.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/sticky.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:16	484101/484101	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:04:58%20GMT	https://demo.dashboardpack.com/adminty-html/default/icon-font-awesome.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/icon-font-awesome.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:17	266827/266827	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:00%20GMT	https://demo.dashboardpack.com/adminty-html/default/icon-themify.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/icon-themify.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:17	157668/157668	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:04:59%20GMT	https://demo.dashboardpack.com/adminty-html/default/icon-simple-line.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/icon-simple-line.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:17	353957/353957	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:04:58%20GMT	https://demo.dashboardpack.com/adminty-html/default/icon-ion.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/icon-ion.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:18	410621/410621	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:04:58%20GMT	https://demo.dashboardpack.com/adminty-html/default/icon-material-design.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/icon-material-design.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:18	1205439/1205439	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:04:58%20GMT	https://demo.dashboardpack.com/adminty-html/default/icon-icofonts.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/icon-icofonts.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:19	450506/450506	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:05:00%20GMT	https://demo.dashboardpack.com/adminty-html/default/icon-weather.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/icon-weather.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:19	224711/224711	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:04:59%20GMT	https://demo.dashboardpack.com/adminty-html/default/icon-typicons.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/icon-typicons.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:19	406212/406212	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:04:57%20GMT	https://demo.dashboardpack.com/adminty-html/default/icon-flags.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/icon-flags.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
17:20:20	172712/172712	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2012:04:50%20GMT	https://demo.dashboardpack.com/adminty-html/default/form-elements-component.html	C:/Users/hello/Desktop/AI%20&%20ML/admin/ad/demo.dashboardpack.com/adminty-html/default/form-elements-component.html	(from https://demo.dashboardpack.com/adminty-html/default/dashboard-analytics.html)
